Sample name,Number used for scaling,xsec,luminosity,net weight,initial number of events,events passing metFilter,events passing single ele trg,Good ele,Good tau,opposite charge selection,delta R cut,third lepton veto,bJet veto,Higgs pt cut,Visible mass cut,events after met cut
WJetsToLNu_HT400To600,13664751.000000,59.731459,41521.000000,0.181497,13664751.000000,13616740.000000,2641312.000000,2397852.000000,3542.000000,1960.759399,1960.759399,1948.756348,1680.816162,1314.511963,684.204773,224.841415
WJetsToLNu_HT600To800,21582308.000000,14.703880,41521.000000,0.028288,21582308.000000,21431606.000000,4224778.000000,4643256.500000,5861.401855,3429.319336,3429.319336,3405.201660,2854.542969,2265.645996,1078.833130,425.787750
WJetsToLNu_HT800To1200,20272990.000000,6.741314,41521.000000,0.013807,20272990.000000,19998372.000000,3995715.000000,4310008.500000,4769.287109,2537.182129,2537.182129,2512.139160,2067.283691,1576.538696,710.245605,312.620819
WWTo2L2Nu,15934.000000,12.178000,41521.000000,31.733572,15934.000000,15915.000000,4744.000000,4177.000000,64.000000,54.678215,54.678215,54.678215,51.201466,15.325823,11.918695,1.751680
WWToLNuQQ,9956583.000000,10.710000,41521.000000,0.044663,9956583.000000,9946013.000000,1673019.000000,1467648.000000,6553.000000,4360.229492,4360.229492,4328.541504,4065.870117,1122.354736,832.849548,46.015434
WWW,210490.000000,0.208600,41521.000000,0.041148,210490.000000,209914.000000,37488.000000,33856.000000,669.000000,375.809662,375.809662,332.225769,303.238464,164.042358,101.624763,42.654072
WWZ,221622.000000,0.165100,41521.000000,0.030932,221622.000000,220847.000000,35415.000000,32516.000000,594.000000,385.345337,385.345337,339.914124,281.820923,171.444534,86.227928,34.095921
WZTo1L1Nu2Q,11263154.000000,10.710000,41521.000000,0.039482,11263154.000000,11248929.000000,1922137.000000,1691252.000000,6675.000000,3144.047363,3144.047363,3119.611572,2551.937988,838.575073,596.506958,52.209179
WZTo2L2Q,16664610.000000,5.595000,41521.000000,0.013940,16664610.000000,16643809.000000,2778619.000000,2589817.000000,18752.000000,11342.107422,11342.107422,11252.503906,10139.386719,4460.565918,3902.801758,769.798462
WZTo3LNu,6820606.000000,4.430000,41521.000000,0.026968,6820606.000000,6813277.000000,1413645.000000,1254467.000000,31535.000000,14232.252930,14232.252930,12657.080078,11978.048828,4826.954102,2945.552490,641.979614
WZZ,219660.000000,0.055650,41521.000000,0.010519,219660.000000,218984.000000,26595.000000,24513.000000,425.000000,215.038071,215.038071,184.427689,142.715683,87.893555,61.315250,26.493080
WMinusHToTauTau,3442926.000000,0.033400,41521.000000,0.000403,3442926.000000,3436685.000000,481599.000000,416098.000000,51165.000000,28707.574219,28707.574219,25378.611328,23427.236328,9080.763672,7309.294434,1675.213989
WPlusHToTauTau,3777578.000000,0.052000,41521.000000,0.000572,3777578.000000,3770072.000000,524111.000000,453024.000000,51702.000000,29056.193359,29056.193359,25717.189453,23825.642578,9585.129883,7634.515625,1907.463623
ZHToTauTau,4652054.000000,0.055427,41521.000000,0.000495,4652054.000000,4643296.000000,506100.000000,433881.000000,44003.000000,28345.191406,28345.191406,26168.320312,22167.408203,9519.283203,8218.280273,2373.265381
ZJetsToNuNu_HT100To200,22702468.000000,280.920000,41521.000000,0.513780,22702468.000000,22686184.000000,2407.000000,506.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
ZJetsToNuNu_HT1200To2500,334332.000000,0.287400,41521.000000,0.035692,334332.000000,323647.000000,213.000000,15.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
ZJetsToNuNu_HT200To400,21618510.000000,77.640000,41521.000000,0.149117,21618510.000000,21592994.000000,3849.000000,757.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
ZJetsToNuNu_HT2500ToInf,6446.000000,0.006933,41521.000000,0.044658,6446.000000,5906.000000,5.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
ZJetsToNuNu_HT400To600,9094890.000000,10.671000,41521.000000,0.048716,9094890.000000,9066725.000000,2431.000000,374.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
ZJetsToNuNu_HT600To800,5664642.000000,2.561100,41521.000000,0.018772,5664642.000000,5627442.000000,1956.000000,249.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
ZJetsToNuNu_HT800To1200,2041779.000000,1.177800,41521.000000,0.023951,2041779.000000,2014718.000000,886.000000,86.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
ZZTo2L2Q,17768294.000000,3.220000,41521.000000,0.007525,17768294.000000,17747844.000000,3293444.000000,3076183.000000,21408.000000,12964.319336,12964.319336,12821.668945,10104.162109,3889.032959,3449.921387,573.863403
ZZTo4L,86103680.000000,1.212000,41521.000000,0.000584,86103680.000000,86029168.000000,14804674.000000,13117106.000000,280799.000000,128239.875000,128239.875000,108949.429688,102672.335938,32743.669922,20931.839844,1257.225586
ZZTo4L,10994317.000000,1.212000,41521.000000,0.004577,10994317.000000,10984736.000000,1888166.000000,1672898.000000,35893.000000,16273.426758,16273.426758,13823.043945,13042.823242,4170.221191,2676.724365,158.037598
ZZZ,213514.000000,0.013980,41521.000000,0.002719,213514.000000,213085.000000,19404.000000,18408.000000,318.000000,172.227829,172.227829,155.115921,108.983139,61.036999,44.630432,14.578259
VBFHToWWTo2L2Nu,499278.000000,0.085800,41521.000000,0.007135,499278.000000,498740.000000,123059.000000,106127.000000,1628.000000,1275.554565,1275.554565,1237.934082,1163.633423,782.040283,775.197632,156.938522
WWTo2L2Nu_DoubleScattering,968000.000000,1.620000,41521.000000,0.069488,968000.000000,967414.000000,216744.000000,180161.000000,1951.000000,865.109558,865.109558,826.842407,803.911255,168.393234,121.403877,15.377313
WZTo1L3Nu,2681223.000000,3.050000,41521.000000,0.047232,2681223.000000,2678565.000000,468519.000000,412102.000000,441.000000,283.789734,283.789734,285.497833,261.116730,91.769394,63.455288,22.941250
WpWpJJ_EWK,144938.000000,0.026150,41521.000000,0.007491,144938.000000,144433.000000,57028.000000,52770.000000,1624.000000,76.791214,76.791214,49.425823,42.538223,30.643139,12.770884,3.435593
WpWpJJ_QCD,149484.000000,0.026150,41521.000000,0.007263,149484.000000,148856.000000,48867.000000,44338.000000,983.000000,110.490318,110.490318,79.662216,72.744781,45.291599,22.942120,3.431138
ZZTo2Q2Nu,36986756.000000,4.030000,41521.000000,0.004524,36986756.000000,36955536.000000,8478.000000,2026.000000,6.000000,1.656925,1.656925,1.656925,1.675297,0.875710,0.875710,0.875710
ZZTo2Q2Nu,2251465.000000,4.030000,41521.000000,0.074320,2251465.000000,2249497.000000,553.000000,145.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
