Sample name,Number used for scaling,xsec,luminosity,net weight,initial number of events,events passing metFilter,events passing single ele trg,Good ele,Good tau,opposite charge selection,delta R cut,third lepton veto,bJet veto,Higgs pt cut,Visible mass cut,events after met cut
ZHToTauTau,4584358.000000,0.055427,41521.000000,0.000502,4584358.000000,4575741.000000,270436.000000,36417.000000,4093.572754,3087.605713,3087.605713,2931.562012,2344.615967,1630.141846,1535.089844,483.181000
ZJetsToNuNu_HT100To200,22702468.000000,280.920000,41521.000000,0.513780,22702468.000000,22686184.000000,3017.000000,71.000000,2.376300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
ZJetsToNuNu_HT1200To2500,334332.000000,0.287400,41521.000000,0.035692,334332.000000,323647.000000,4196.000000,8.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
ZJetsToNuNu_HT200To400,21618510.000000,77.640000,41521.000000,0.149117,21618510.000000,21592994.000000,19075.000000,459.000000,25.347200,4.752600,4.752600,4.752600,3.168400,0.792100,0.000000,0.000000
ZJetsToNuNu_HT2500ToInf,6446.000000,0.006933,41521.000000,0.044658,6446.000000,5906.000000,129.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
ZJetsToNuNu_HT400To600,9094890.000000,10.671000,41521.000000,0.048716,9094890.000000,9066725.000000,24379.000000,287.000000,7.921000,2.376300,2.376300,2.376300,2.376300,2.376300,0.792100,0.792100
ZJetsToNuNu_HT600To800,5664642.000000,2.561100,41521.000000,0.018772,5664642.000000,5627442.000000,27282.000000,207.000000,3.168400,0.792100,0.792100,0.792100,0.792100,0.792100,0.000000,0.000000
ZJetsToNuNu_HT800To1200,2041779.000000,1.177800,41521.000000,0.023951,2041779.000000,2014718.000000,15390.000000,65.000000,2.376300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
ZZTo2L2Q,17632740.000000,3.220000,41521.000000,0.007582,17632740.000000,17612418.000000,720352.000000,11829.000000,909.330811,707.345276,707.345276,692.295410,518.033386,402.386810,353.276611,24.555099
ZZTo4L,85915632.000000,1.212000,41521.000000,0.000586,85915632.000000,85841304.000000,2728821.000000,43017.000000,3464.645508,1977.081543,1977.081543,1554.100220,1435.285156,652.690430,392.089508,79.209999
ZZTo4L,10994317.000000,1.212000,41521.000000,0.004577,10994317.000000,10984736.000000,349594.000000,5584.000000,447.536499,252.679901,252.679901,196.440796,179.806702,81.586304,47.526001,4.752600
ZZZ,213514.000000,0.013980,41521.000000,0.002719,213514.000000,213085.000000,6885.000000,147.000000,12.673600,7.128900,7.128900,7.128900,3.168400,3.168400,2.376300,0.000000
VBFHToWWTo2L2Nu,499278.000000,0.085800,41521.000000,0.007135,499278.000000,498740.000000,7347.000000,183.000000,6.336800,2.376300,2.376300,2.376300,2.376300,2.376300,1.584200,0.000000
WWTo2L2Nu_DoubleScattering,968000.000000,1.620000,41521.000000,0.069488,968000.000000,967414.000000,5766.000000,54.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
WZTo1L3Nu,2717911.000000,3.050000,41521.000000,0.046594,2717911.000000,2715221.000000,9013.000000,258.000000,23.763000,7.128900,7.128900,7.128900,7.128900,6.336800,2.376300,1.584200
WpWpJJ_EWK,144938.000000,0.026150,41521.000000,0.007491,144938.000000,144433.000000,11254.000000,368.000000,21.386700,2.376300,2.376300,1.584200,1.584200,0.792100,0.792100,0.792100
WpWpJJ_QCD,149484.000000,0.026150,41521.000000,0.007263,149484.000000,148856.000000,9692.000000,238.000000,2.376300,0.792100,0.792100,0.792100,0.792100,0.792100,0.000000,0.000000
ZZTo2Q2Nu,35111996.000000,4.030000,41521.000000,0.004766,35111996.000000,35082432.000000,20962.000000,324.000000,19.010401,7.921000,7.921000,7.921000,7.921000,7.921000,7.128900,2.376300
ZZTo2Q2Nu,2251465.000000,4.030000,41521.000000,0.074320,2251465.000000,2249497.000000,1313.000000,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
