Sample name,Number used for scaling,xsec,luminosity,net weight,initial number of events,events passing metFilter,events passing single ele trg,Good ele,Good tau,opposite charge selection,delta R cut,third lepton veto,bJet veto,Higgs pt cut,Visible mass cut,events after met cut
VBFHToTauTau,2971508.000000,0.237131,41521.000000,0.003313,2971508.000000,2965823.000000,173892.000000,117496.000000,1297.138672,1297.138672,1277.097900,1143.078003,304.485931,144.021591,136.317932,22.244837
WWTo2L2Nu,15934.000000,12.178000,41521.000000,31.733572,15934.000000,15915.000000,3510.000000,2178.000000,6.909133,6.909133,6.173905,5.565200,4.735642,1.229368,0.464665,0.000000
WWToLNuQQ,9956583.000000,10.710000,41521.000000,0.044663,9956583.000000,9946013.000000,1175684.000000,768139.000000,3589.679443,3589.542969,3582.531738,3287.226074,2406.781006,898.601685,656.931763,50.672462
WWW,210490.000000,0.208600,41521.000000,0.041148,210490.000000,209914.000000,29265.000000,21648.000000,118.519165,118.519165,103.684181,88.709206,63.245556,43.950779,26.801470,7.252408
WWZ,221622.000000,0.165100,41521.000000,0.030932,221622.000000,220847.000000,28656.000000,22052.000000,118.363205,118.363205,104.954689,81.644958,58.720314,39.642365,23.057182,5.185782
WZTo1L1Nu2Q,11263154.000000,10.710000,41521.000000,0.039482,11263154.000000,11248929.000000,1370224.000000,923762.000000,2995.705078,2995.705078,2984.439453,2395.119873,1693.717407,796.494995,530.662781,50.047447
WZTo2L2Q,16664610.000000,5.595000,41521.000000,0.013940,16664610.000000,16643809.000000,2269819.000000,1682107.000000,5803.955566,5803.955566,5773.525879,5145.135742,2766.178467,1493.073364,967.780396,22.467955
WZTo3LNu,6820606.000000,4.430000,41521.000000,0.026968,6820606.000000,6813277.000000,1011710.000000,712061.000000,1923.473755,1923.473755,1607.592163,1473.284180,1116.896240,575.689331,338.853058,87.306503
WZZ,219660.000000,0.055650,41521.000000,0.010519,219660.000000,218984.000000,21974.000000,17040.000000,79.110687,79.110687,70.950783,53.396893,35.185856,24.098236,13.746255,3.605980
WMinusHToTauTau,3442926.000000,0.033400,41521.000000,0.000403,3442926.000000,3436685.000000,341778.000000,233797.000000,2890.708496,2890.708496,2542.370117,2273.256592,1285.932007,605.393311,429.097809,72.561150
WPlusHToTauTau,3777578.000000,0.052000,41521.000000,0.000572,3777578.000000,3770072.000000,377609.000000,254267.000000,2962.058594,2961.938477,2615.876953,2349.782715,1323.232666,645.837219,436.737335,82.352493
ZHToTauTau,4652054.000000,0.055427,41521.000000,0.000495,4652054.000000,4643296.000000,364109.000000,249509.000000,3014.829834,3014.829834,2766.126953,2254.666504,1225.998291,625.794495,480.686676,143.503128
ZJetsToNuNu_HT100To200,22702468.000000,280.920000,41521.000000,0.513780,22702468.000000,22686184.000000,2926.000000,501.000000,1.019864,1.019864,1.019864,1.019864,0.587031,0.440807,0.279236,0.183960
ZJetsToNuNu_HT1200To2500,334332.000000,0.287400,41521.000000,0.035692,334332.000000,323647.000000,152.000000,44.000000,0.288015,0.288015,0.288015,0.288015,0.288015,0.288015,0.000000,0.000000
ZJetsToNuNu_HT200To400,21618510.000000,77.640000,41521.000000,0.149117,21618510.000000,21592994.000000,4355.000000,769.000000,1.510250,1.510250,1.510250,1.342906,1.189518,1.051774,0.583659,0.396191
ZJetsToNuNu_HT2500ToInf,6446.000000,0.006933,41521.000000,0.044658,6446.000000,5906.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
ZJetsToNuNu_HT400To600,9094890.000000,10.671000,41521.000000,0.048716,9094890.000000,9066725.000000,2578.000000,535.000000,0.446354,0.446354,0.446354,0.267725,0.267725,0.000000,0.000000,0.000000
ZJetsToNuNu_HT600To800,5664642.000000,2.561100,41521.000000,0.018772,5664642.000000,5627442.000000,2006.000000,474.000000,1.379314,1.379314,1.379314,0.850403,0.410549,0.410549,0.000000,0.000000
ZJetsToNuNu_HT800To1200,2041779.000000,1.177800,41521.000000,0.023951,2041779.000000,2014718.000000,774.000000,190.000000,0.412343,0.412343,0.412343,0.412343,0.128781,0.128781,0.000000,0.000000
ZZTo2L2Q,17768294.000000,3.220000,41521.000000,0.007525,17768294.000000,17747844.000000,2706827.000000,1993814.000000,6569.158203,6569.158203,6524.577637,5289.504395,2819.804199,1378.484375,972.102600,15.686422
ZZTo4L,86103680.000000,1.212000,41521.000000,0.000584,86103680.000000,86029168.000000,10154386.000000,6515053.000000,16703.693359,16703.568359,13974.804688,12794.313477,8332.747070,3617.621826,2127.338379,134.695145
ZZTo4L,10994317.000000,1.212000,41521.000000,0.004577,10994317.000000,10984736.000000,1297299.000000,832832.000000,2181.466797,2181.466797,1825.507568,1666.562622,1080.972412,468.654144,283.022583,17.227871
ZZZ,213514.000000,0.013980,41521.000000,0.002719,213514.000000,213085.000000,17164.000000,13681.000000,59.909225,59.909225,55.493469,36.946091,25.601355,17.228790,10.793345,2.383605
VBFHToWWTo2L2Nu,499278.000000,0.085800,41521.000000,0.007135,499278.000000,498740.000000,81410.000000,56201.000000,178.634247,178.634247,153.208252,139.022293,80.656868,52.355446,47.038303,9.154268
WWTo2L2Nu_DoubleScattering,968000.000000,1.620000,41521.000000,0.069488,968000.000000,967414.000000,118516.000000,48478.000000,96.117348,96.117348,81.522163,76.516151,56.217026,15.634074,11.421825,0.973881
WZTo1L3Nu,2681223.000000,3.050000,41521.000000,0.047232,2681223.000000,2678565.000000,331309.000000,224712.000000,251.634048,251.634048,251.087006,237.663818,200.471222,101.711960,61.552586,26.222296
WpWpJJ_EWK,144938.000000,0.026150,41521.000000,0.007491,144938.000000,144433.000000,45467.000000,36044.000000,73.675232,73.675232,49.592728,44.809319,35.648800,24.395809,10.662565,3.487367
WpWpJJ_QCD,149484.000000,0.026150,41521.000000,0.007263,149484.000000,148856.000000,38490.000000,27957.000000,94.492912,94.492912,68.398018,62.488178,47.687416,34.116062,21.050610,5.419985
ZZTo2Q2Nu,36986756.000000,4.030000,41521.000000,0.004524,36986756.000000,36955536.000000,5614.000000,1022.000000,3.841926,3.841926,3.841926,3.329051,3.032819,1.892916,1.402936,1.164690
ZZTo2Q2Nu,2251465.000000,4.030000,41521.000000,0.074320,2251465.000000,2249497.000000,336.000000,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
