Sample name,Number used for scaling,xsec,luminosity,net weight,initial number of events,events passing metFilter,events passing single ele trg,Good ele,Good tau,opposite charge selection,delta R cut,third lepton veto,bJet veto,Higgs pt cut,Visible mass cut,events after met cut
WWTo2L2Nu,15934.000000,12.178000,41521.000000,31.733572,15934.000000,15915.000000,3510.000000,2178.000000,44.000000,42.000000,42.000000,42.000000,40.000000,10.000000,4.000000,3.000000
WWToLNuQQ,9956583.000000,10.710000,41521.000000,0.044663,9956583.000000,9946013.000000,1175684.000000,768139.000000,2952.000000,2337.000000,2337.000000,2334.000000,2159.000000,817.000000,601.000000,549.000000
WWW,210490.000000,0.208600,41521.000000,0.041148,210490.000000,209914.000000,29265.000000,21648.000000,331.000000,232.000000,232.000000,201.000000,181.000000,117.000000,57.000000,40.000000
WWZ,221622.000000,0.165100,41521.000000,0.030932,221622.000000,220847.000000,28656.000000,22052.000000,325.000000,236.000000,236.000000,203.000000,164.000000,110.000000,64.000000,31.000000
WZTo1L1Nu2Q,11347099.000000,10.710000,41521.000000,0.039190,11347099.000000,11332767.000000,1380399.000000,930699.000000,3122.000000,1786.000000,1786.000000,1782.000000,1475.000000,678.000000,472.000000,413.000000
WZTo2L2Q,16664610.000000,5.595000,41521.000000,0.013940,16664610.000000,16643809.000000,2269819.000000,1682107.000000,9507.000000,6533.000000,6533.000000,6518.000000,5919.000000,3370.000000,2903.000000,2343.000000
WZTo3LNu,6820606.000000,4.430000,41521.000000,0.026968,6820606.000000,6813277.000000,1011710.000000,712061.000000,16467.000000,8726.000000,8726.000000,7867.000000,7467.000000,3531.000000,2101.000000,1620.000000
WZZ,160978.000000,0.055650,41521.000000,0.014354,160978.000000,160482.000000,16146.000000,12466.000000,200.000000,110.000000,110.000000,96.000000,80.000000,55.000000,35.000000,22.000000
WMinusHToTauTau,3657584.000000,0.033400,41521.000000,0.000379,3657584.000000,3650973.000000,363250.000000,248525.000000,27330.000000,17507.000000,17507.000000,15439.000000,14304.000000,6676.000000,5140.000000,4000.000000
WpWpJJ_EWK_QCD,148394.000000,0.026150,41521.000000,0.007317,148394.000000,147726.000000,42905.000000,32735.000000,691.000000,59.000000,59.000000,37.000000,34.000000,24.000000,11.000000,6.000000
WPlusHToTauTau,3777578.000000,0.052000,41521.000000,0.000572,3777578.000000,3770072.000000,377609.000000,254267.000000,26285.000000,16837.000000,16837.000000,14898.000000,13823.000000,6701.000000,5072.000000,3786.000000
ZHToTauTau,4652054.000000,0.055427,41521.000000,0.000495,4652054.000000,4643296.000000,364109.000000,249509.000000,23326.000000,16530.000000,16530.000000,15235.000000,12959.000000,6813.000000,5686.000000,3966.000000
ZJetsToNuNu_HT100To200,22702468.000000,280.920000,41521.000000,0.513780,22702468.000000,22686184.000000,2926.000000,501.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
ZJetsToNuNu_HT1200To2500,334332.000000,0.287400,41521.000000,0.035692,334332.000000,323647.000000,152.000000,44.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
ZJetsToNuNu_HT200To400,21618510.000000,77.640000,41521.000000,0.149117,21618510.000000,21592994.000000,4355.000000,769.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
ZJetsToNuNu_HT2500ToInf,6446.000000,0.006933,41521.000000,0.044658,6446.000000,5906.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
ZJetsToNuNu_HT400To600,9094890.000000,10.671000,41521.000000,0.048716,9094890.000000,9066725.000000,2578.000000,535.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
ZJetsToNuNu_HT600To800,5664642.000000,2.561100,41521.000000,0.018772,5664642.000000,5627442.000000,2006.000000,474.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
ZJetsToNuNu_HT800To1200,2041779.000000,1.177800,41521.000000,0.023951,2041779.000000,2014718.000000,774.000000,190.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
ZZTo2L2Q,16182226.000000,3.220000,41521.000000,0.008262,16182226.000000,16163572.000000,2464434.000000,1815059.000000,9749.000000,6693.000000,6693.000000,6647.000000,5298.000000,2629.000000,2247.000000,1898.000000
ZZTo4L,86103680.000000,1.212000,41521.000000,0.000584,86103680.000000,86029168.000000,10154386.000000,6515053.000000,148416.000000,78675.000000,78675.000000,68546.000000,64330.000000,25434.000000,15938.000000,14991.000000
ZZTo4L,10994317.000000,1.212000,41521.000000,0.004577,10994317.000000,10984736.000000,1297299.000000,832832.000000,18951.000000,9864.000000,9864.000000,8613.000000,8108.000000,3215.000000,2009.000000,1883.000000
ZZZ,213514.000000,0.013980,41521.000000,0.002719,213514.000000,213085.000000,17164.000000,13681.000000,187.000000,112.000000,112.000000,102.000000,83.000000,48.000000,30.000000,23.000000
