Sample name,Number used for scaling,xsec,luminosity,net weight,initial number of events,events passing metFilter,events passing single ele trg,Good ele,Good tau,opposite charge selection,delta R cut,third lepton veto,bJet veto,Higgs pt cut,Visible mass cut,events after met cut
EWKZ2Jets_ZToNuNu,2943056.000000,10.010000,41521.000000,0.124557,2943056.000000,2939465.000000,484.000000,115.000000,2.000000,2.000000,2.000000,2.000000,1.000000,0.000000,0.000000,0.000000
GluGluHToTauTau,2862720.000000,2.767578,41521.000000,0.035404,2862720.000000,2859674.000000,195833.000000,144617.000000,12906.000000,12809.000000,12809.000000,12756.000000,12260.000000,1499.000000,1493.000000,380.000000
ST_t-channel_antitop,3939990.000000,25.499250,41521.000000,0.237008,3939990.000000,3936452.000000,249717.000000,206343.000000,587.000000,390.000000,390.000000,387.000000,112.000000,28.000000,20.000000,1.000000
ST_t-channel_top,5865875.000000,42.846300,41521.000000,0.267493,5865875.000000,5860358.000000,357161.000000,291586.000000,707.000000,432.000000,432.000000,430.000000,153.000000,29.000000,24.000000,1.000000
ST_tW_antitop,7721566.000000,35.600000,41521.000000,0.168840,7721566.000000,7710690.000000,1044328.000000,901524.000000,10961.000000,9747.000000,9747.000000,9583.000000,3146.000000,1382.000000,899.000000,158.000000
ST_tW_top,7523294.000000,35.600000,41521.000000,0.173290,7523294.000000,7512649.000000,1019543.000000,880411.000000,10560.000000,9466.000000,9466.000000,9291.000000,3071.000000,1341.000000,837.000000,144.000000
TTJets,24686754.000000,831.760000,41521.000000,1.233859,24686754.000000,24652878.000000,3256542.000000,2755055.000000,32526.000000,28271.000000,28271.000000,27565.000000,4718.000000,2171.000000,1435.000000,304.000000
TTJets,24944860.000000,831.760000,41521.000000,1.221092,24944860.000000,24911234.000000,3295361.000000,2787856.000000,32728.000000,28470.000000,28470.000000,27652.000000,4809.000000,2214.000000,1460.000000,248.000000
TTJets,7674104.000000,831.760000,41521.000000,3.969189,7674104.000000,7663805.000000,1011821.000000,855740.000000,10107.000000,8783.000000,8783.000000,8587.000000,1524.000000,725.000000,496.000000,91.000000
VBFHToTauTau,2971508.000000,0.237131,41521.000000,0.002922,2971508.000000,2965823.000000,266723.000000,209398.000000,17955.000000,17675.000000,17675.000000,17526.000000,16393.000000,6910.000000,6879.000000,1848.000000
